        # step       J       T       B             H             M           chi
       3920600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3920700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3920800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3920900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3921000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3921100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3921200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3921300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3921400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3921500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3921600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3921700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3921800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3921900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3922000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3922100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3922200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3922300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3922400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3922500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3922600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3922700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3922800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3922900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3923000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3923100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3923200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3923300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3923400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3923500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3923600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3923700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3923800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3923900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3924000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3924100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3924200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3924300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3924400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3924500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3924600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3924700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3924800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3924900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3925000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3925100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3925200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3925300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3925400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3925500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3925600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3925700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3925800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3925900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3926000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3926100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3926200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3926300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3926400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3926500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3926600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3926700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3926800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3926900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3927000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3927100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3927200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3927300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3927400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3927500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3927600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3927700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3927800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3927900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3928000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3928100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3928200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3928300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3928400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3928500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3928600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3928700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3928800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3928900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3929000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3929100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3929200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3929300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3929400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3929500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3929600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3929700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3929800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3929900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3930000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3930100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3930200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3930300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3930400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3930500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3930600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3930700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3930800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3930900     1.0     1.0     2.0   -142.000000      0.960000      0.078400
       3931000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3931100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3931200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3931300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3931400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3931500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3931600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3931700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3931800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3931900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3932000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3932100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3932200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3932300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3932400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3932500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3932600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3932700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3932800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3932900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3933000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3933100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3933200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3933300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3933400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3933500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3933600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3933700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3933800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3933900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3934000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3934100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3934200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3934300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3934400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3934500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3934600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3934700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3934800     1.0     1.0     2.0   -142.000000      0.960000      0.078400
       3934900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3935000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3935100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3935200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3935300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3935400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3935500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3935600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3935700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3935800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3935900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3936000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3936100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3936200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3936300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3936400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3936500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3936600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3936700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3936800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3936900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3937000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3937100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3937200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3937300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3937400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3937500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3937600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3937700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3937800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3937900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3938000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3938100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3938200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3938300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3938400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3938500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3938600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3938700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3938800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3938900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3939000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3939100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3939200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3939300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3939400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3939500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3939600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3939700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3939800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3939900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3940000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3940100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3940200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3940300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3940400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3940500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3940600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3940700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3940800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3940900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3941000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3941100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3941200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3941300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3941400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3941500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3941600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3941700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3941800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3941900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3942000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3942100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3942200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3942300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3942400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3942500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3942600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3942700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3942800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3942900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3943000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3943100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3943200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3943300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3943400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3943500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3943600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3943700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3943800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3943900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3944000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3944100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3944200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3944300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3944400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3944500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3944600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3944700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3944800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3944900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3945000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3945100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3945200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3945300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3945400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3945500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3945600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3945700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3945800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3945900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3946000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3946100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3946200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3946300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3946400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3946500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3946600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3946700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3946800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3946900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3947000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3947100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3947200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3947300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3947400     1.0     1.0     2.0   -142.000000      0.960000      0.078400
       3947500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3947600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3947700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3947800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3947900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3948000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3948100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3948200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3948300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3948400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3948500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3948600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3948700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3948800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3948900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3949000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3949100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3949200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3949300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3949400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3949500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3949600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3949700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3949800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3949900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3950000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3950100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3950200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3950300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3950400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3950500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3950600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3950700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3950800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3950900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3951000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3951100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3951200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3951300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3951400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3951500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3951600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3951700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3951800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3951900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3952000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3952100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3952200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3952300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3952400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3952500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3952600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3952700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3952800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3952900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3953000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3953100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3953200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3953300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3953400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3953500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3953600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3953700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3953800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3953900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3954000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3954100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3954200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3954300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3954400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3954500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3954600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3954700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3954800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3954900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3955000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3955100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3955200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3955300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3955400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3955500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3955600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3955700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3955800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3955900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3956000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3956100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3956200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3956300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3956400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3956500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3956600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3956700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3956800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3956900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3957000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3957100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3957200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3957300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3957400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3957500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3957600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3957700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3957800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3957900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3958000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3958100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3958200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3958300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3958400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3958500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3958600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3958700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3958800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3958900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3959000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3959100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3959200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3959300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3959400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3959500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3959600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3959700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3959800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3959900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3960000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3960100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3960200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3960300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3960400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3960500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3960600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3960700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3960800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3960900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3961000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3961100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3961200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3961300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3961400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3961500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3961600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3961700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3961800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3961900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3962000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3962100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3962200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3962300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3962400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3962500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3962600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3962700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
       3962800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
