        # step       J       T       B             H             M           chi
        183400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        183500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        183600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        183700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        183800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        183900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        184000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        184100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        184200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        184300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        184400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        184500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        184600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        184700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        184800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        184900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        185000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        185100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        185200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        185300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        185400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        185500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        185600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        185700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        185800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        185900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        186000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        186100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        186200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        186300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        186400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        186500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        186600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        186700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        186800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        186900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        187000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        187100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        187200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        187300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        187400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        187500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        187600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        187700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        187800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        187900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        188000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        188100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        188200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        188300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        188400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        188500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        188600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        188700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        188800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        188900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        189000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        189100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        189200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        189300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        189400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        189500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        189600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        189700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        189800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        189900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        190000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        190100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        190200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        190300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        190400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        190500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        190600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        190700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        190800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        190900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        191000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        191100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        191200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        191300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        191400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        191500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        191600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        191700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        191800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        191900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        192000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        192100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        192200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        192300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        192400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        192500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        192600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        192700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        192800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        192900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        193000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        193100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        193200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        193300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        193400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        193500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        193600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        193700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        193800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        193900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        194000     1.0     1.0     2.0   -142.000000      0.960000      0.078400
        194100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        194200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        194300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        194400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        194500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        194600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        194700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        194800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        194900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        195000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        195100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        195200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        195300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        195400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        195500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        195600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        195700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        195800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        195900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        196000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        196100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        196200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        196300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        196400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        196500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        196600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        196700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        196800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        196900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        197000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        197100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        197200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        197300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        197400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        197500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        197600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        197700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        197800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        197900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        198000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        198100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        198200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        198300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        198400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        198500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        198600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        198700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        198800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        198900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        199000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        199100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        199200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        199300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        199400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        199500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        199600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        199700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        199800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        199900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        200000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        200100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        200200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        200300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        200400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        200500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        200600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        200700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        200800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        200900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        201000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        201100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        201200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        201300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        201400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        201500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        201600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        201700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        201800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        201900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        202000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        202100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        202200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        202300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        202400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        202500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        202600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        202700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        202800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        202900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        203000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        203100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        203200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        203300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        203400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        203500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        203600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        203700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        203800     1.0     1.0     2.0   -142.000000      0.960000      0.078400
        203900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        204000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        204100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        204200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        204300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        204400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        204500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        204600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        204700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        204800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        204900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        205000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        205100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        205200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        205300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        205400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        205500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        205600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        205700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        205800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        205900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        206000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        206100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        206200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        206300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        206400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        206500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        206600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        206700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        206800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        206900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        207000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        207100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        207200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        207300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        207400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        207500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        207600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        207700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        207800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        207900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        208000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        208100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        208200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        208300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        208400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        208500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        208600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        208700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        208800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        208900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        209000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        209100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        209200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        209300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        209400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        209500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        209600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        209700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        209800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        209900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        210000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        210100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        210200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        210300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        210400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        210500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        210600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        210700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        210800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        210900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        211000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        211100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        211200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        211300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        211400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        211500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        211600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        211700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        211800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        211900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        212000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        212100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        212200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        212300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        212400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        212500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        212600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        212700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        212800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        212900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        213000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        213100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        213200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        213300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        213400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        213500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        213600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        213700     1.0     1.0     2.0   -142.000000      0.960000      0.078400
        213800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        213900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        214000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        214100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        214200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        214300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        214400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        214500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        214600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        214700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        214800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        214900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        215000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        215100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        215200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        215300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        215400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        215500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        215600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        215700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        215800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        215900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        216000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        216100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        216200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        216300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        216400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        216500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        216600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        216700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        216800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        216900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        217000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        217100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        217200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        217300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        217400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        217500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        217600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        217700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        217800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        217900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        218000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        218100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        218200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        218300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        218400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        218500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        218600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        218700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        218800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        218900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        219000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        219100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        219200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        219300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        219400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        219500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        219600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        219700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        219800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        219900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        220000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        220100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        220200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        220300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        220400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        220500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        220600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        220700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        220800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        220900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        221000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        221100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        221200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        221300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        221400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        221500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        221600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        221700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        221800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        221900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        222000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        222100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        222200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        222300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        222400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        222500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        222600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        222700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        222800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        222900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        223000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        223100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        223200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        223300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        223400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        223500     1.0     1.0     2.0   -142.000000      0.960000      0.078400
        223600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        223700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        223800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        223900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        224000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        224100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        224200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        224300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        224400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        224500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        224600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        224700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        224800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        224900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        225000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        225100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        225200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        225300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        225400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        225500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        225600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        225700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        225800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        225900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        226000     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        226100     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        226200     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        226300     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        226400     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        226500     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        226600     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        226700     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        226800     1.0     1.0     2.0   -150.000000      1.000000      0.000000
        226900     1.0     1.0     2.0   -150.000000      1.000000      0.000000
